text,in_reply,quoted_text,is_sarcastic
@catuabasavage Mais de um ano sem te ver,"Pra namorar cmg a gente tem primeiro que webnamorar

Se você aguentar um relacionamento comigo sem me ver por muito tempo aí a gente conversa",,0
@rg_miranda6 Revoltada,"Uau que coisa gira seus inocentes, deviam ganhar afectas no cu a fazer isto, nojentos!!! Era serem apanhados, levar tamanha coça e voltar a engolir o vosso cuspo https://t.co/Mz5XuXLXki",,0
ótimo mal acordei e já peguei spoiler de st3 QUE ODIOOOOOO,,,0
eu to toda destruída,,,0
"Você se dar bem com o Rai? — as vezes, nem sempre https://t.co/4rtkYofdcW",,,0
"Kkklkkll sou muito besta, já estava cantando aquela música "" você é linda demais, perfeita aos olhos do pai...."" https://t.co/WPvwMXXE2Z",,vc eh linda de todas as formas https://t.co/Ixqibh2B6P,0
Assim que cheguei a primeira cena que eu pensei foi “ ya posso ficar aqui uns dias mas depois quero voltaaar” 😩,,,0
Nada melhor que passar o dia com o gato 🥰🥰🥰 amo,,,0
"Perco 4 horas do dia, todos os dias só em transportes, trabalho 8 e nisto tenho que ter tempo para dormir e fazer tudo o que preciso, o dia devia ter 48h e mesmo assim era pouco",,,0
Nem eu kkk https://t.co/TEchAR7yRc,,Não consigo parar de ver 🤣😍🎵 https://t.co/NsZEv0MVG9,0
"@Chubaca_Z em agosto já sabe né, leva duas, umas pra eu levar e outra pra eu comer na hora",@giuliap_matos Deveria ter levado a que eu trouxe para eles mesmo kkkkkkkkk,,0
@ppriurrea qm é esse?,DAVID MOORE EU VI QUE VOCÊ CURTIU UM COMENTÁRIO SOBRE A ANY E O JOSH FAZER UM VÍDEO DANÇANDO JUNTO PLMDDS FAÇA ACONTECER NUNCA TE PEDI NADA,,0
@MarceloFreixo @SF_Moro Alguém manda esse vídeo pra Moro...,Recado do Papa Francisco pra você @SF_Moro. https://t.co/4F3g3t5t42,,0
As pessoas ficam felizes com as nossas falhas!!!!!,,,0
"Gd jajão, só vou dropar tipo p semana",,,0
"Dois são mortos durante operação da PM no Jardim Bom Retiro. Ação aconteceu na comunidade da Viúva, na manhã desta quinta-feira (4) https://t.co/f6WerX44Gk",,,0
mandei um audio p junior q parece q to bebada,,,0
"@jairbolsonaro @jorgeofco @SGPresidencia Poderia mandar um abraço para o Bar do Marcão!ficaríamos gratos!E sim,tá faltando o Guedes né!👉👉","@jorgeofco @SGPresidencia Seja bem-vindo, Ministro! 👍",,0
"chocada demais, essa porra acertou 98% da minha vida, medo kk https://t.co/FMpY1ADdCh",,,0
@swwtly Vou te mandar!!,@candynariya Então eu vou!! Me passa o endereço e a gente se encontra lá!!,,0
Gente queria amigas assim kkkkkkkkk https://t.co/ky84zgQKGd,,"Nosso amigo foi assaltado em uma festa, e levaram o celular dele. Por sorte ele tem os melhores amigos ao lado 👇👇 https://t.co/OHkO2sTH8X",0
Haja paciência,,,0
Tempinho tá favorável ♥️,,,0
@sepity_sky certo anjo,@meansbyun nada 💜 mas n sei se oq eu disse é TOTALMENTE certo ok só me contaram isso,,0
Hoje ninguém dorme pq eu n vou deixar. Vão terminar de fazer a parada da suculenta. Fala sério mano deixa tudo p cima da hora,,,0
"Sem internet em casa, com todas as forças de ordio do mundo....",,,0
@Amandadarwich @NetoBenitezzzz Prefiro mal passada,@viniciusvcf8 @NetoBenitezzzz tu prefere bem passada???? Meu deus vini,,0
Uma amiga que ta viajando pediu pra eu visitar um apartamento pra ela e ela falou pra corretora que eu sou decoradora que abandonou a carreira depois de um cliente problemático KKKKKK,,,0
@saturzn Deixo!,deixa eu encher sua boquinha de beijos https://t.co/en8O16I0Kh,,0
"@Felipe_DiaS_00 Sim, mas sei lá né JKKKKK","@Concolato_malu Tá bobo , friozao dos mais",,0
@poetjoon pai amado???????? era no remédio mesmo,"Gente quando vocês tinham verme, a mãe de vocês também tirava pelo cu de vcs?",,0
@nottaeoh AH LÁ DESISTINDO DE MIM,"@AHRAiSCRYING então considera tudo a mesma coisa, desisti",,0
Saudades daquilo que a gente ainda não viveu — E aí fake https://t.co/MSfr4gbJad,,,0
ai com 20 eu já queria ter filho até no máximo os 25 e agora aos 24 eu me vejo sem psicológico pra dar conta de mim imagina ter q lidar com uma criança e com UM HOMEM pro resto da vida né kkkkkkkkkkkkk,lembrei aqui que quando eu era pequena achava que iria casar com 25 e ter filho com 28 kkkkkkkkkk,,0
"@monicabergamo Se existir um mandato judicial, conforme prevê a Lei e o Código Penal, não tem necessidade de explicações ....","Guedes e Moro vão ter q explicar ao Senado por q órgãos do governo estão investigando Glenn Greenwald, que revelou escândalo das mensagens de ex-juiz na Lava Jato. https://t.co/5gkmp36RX9",,0
deixando tudo pra depois,,,0
o seu perfil foi visto por 4 pessoas nas últimas 3 horas https://t.co/zhJPIxjfwy,,,0
@professorigor Excelente idéia.😜🇧🇷,"A palavra do momento é ""ucranizar"", mas você sabe o que é? Seria a radicalização das cobranças políticas:

https://t.co/e8wFbijBym",,0
@taehyidol AMOOOO Sou apaixonado até demais,"quero saber oq estão achando 😔😔

essa semana estarei muito ocupada então sábado eu volto com mais atualizações, meus amores. se algum tweet aparecer indisponível me avisem por favor

(não salvem esse tweet pq vou apagar depois)",,0
@MariliaMReal @ttgeoo olha quem tá pertinho hj e a gnt aqui 😒,"Nossa agenda de Julho já está disponível. Escolhe a cidade, chama a galera e vem curtir! 😉 https://t.co/iBoUGMdr4k",,0
Como você desenharia a felicidade? — com 8 dígitos https://t.co/sFigIb1OnL,,,0
"@samiabomfim Uuuuuuuuuuuuuuuui
Uuuuuiiuuuuuiuuuuuu
Uuuuuuuiuuuiiiiuiuuu
Uuuiiiiiiiuuuiiiiiuuuuuu
PEDE UM IFOOD QUE PASSA
🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣😄😄😄😄😄😄😄😄😄😄😅😅😅😅😅😅😅😅😅😅😁😁😁😁😁😁😁😁🤣

Na LATA!!!!!
1x0",Sou contra esse retrocesso que atinge os mais pobres e fará com que os brasileiros tenham que trabalhar mais e receber menos. A reforma da previdência é uma farsa que não ataca os verdadeiros privilegiados e foi feita sob encomenda dos bancos e dos especuladores. Meu voto é não! https://t.co/XaKBtPQe4n,,0
No período da tarde. https://t.co/9CCOmh7UpN,,⠀⠀៹🍋❜  —Qual horário que você mais fica online?,0
@oieusouletisgo @in_the_sky0 @luuarsrs @girlpodre @ALittleAngel314 @g1veyourheart @toon_spfc @ianaclaras Ue eu,"@in_the_sky0 @luuarsrs @mmarimx @girlpodre @ALittleAngel314 @g1veyourheart @toon_spfc @ianaclaras Queria participar do role mas tô sem tempo p engravidar agr, afff",,0
Pra cima! 👊 https://t.co/szHSmIHVco,,,0
n adianta q nao vo manda porra nenhuma,"band questions edition

 1. Rise against
 2. Elder
 3. Tame Impala
 4. Elder
 5. Elder
 6. Rise against
 7. Rise against
 8. Hatebreed
 9. Elder
 10. Elder

 reply with an emoji and i'll send u the questions!",,0
pergunta do dia pq quando chove as piscinas não transbordam?,,,0
"Eu vejo meus stts do wpp 
E fico indo de mim mesmo postando aquilo
Kkkkk pq sou demais kkk",,,0
N me obrigues a falar o q eu n quero dizer...,,,0
"@Matheus__Show @alienzandu Ai nem vem, todo mundo sabe q sou eu",@alienzandu @Tom_quartz_ eu sou o lerdo ksksks,,0
to muito apaixonada no hamster branco,,,0
"Fazes me tão bem, 🥰❤️ https://t.co/m5TvIEol5f",,,0
Cólica tá tendo,,,0
"@stehms193 Não vi o vídeo n,só as fotos mesmo",,,0
"@FranCanedo18 Graças à Deus, se não quem acabava era Amanda",Minhas férias estão acabando 😫,,0
"↬ fanfics, recomendações e comentários ₊˚.༄",,,0
dois anos sofrendo e esperando uma nova temporada pra eu terminar ela em menos de um dia PARABENS VIU #StrangerThings,,,0
Quando a morena ta vindo 😍 https://t.co/18G6XphLAS,,"""Tava pensando em vc"" https://t.co/Eg4wVIoYJF",0
@emmewhite @Pocahontas966 @manddymay @safada_tv Imagino que delicia é fazer assim em você linda,"Ai, que delíciaaaa! 😈😈😈🔥🔥🔥 🔛 https://t.co/3FDqLCkkoc @Pocahontas966 @manddymay @safada_tv https://t.co/sE3CW82BKA",,0
"eu sempre sou educado com quem fala comigo “ tira essa barba, tá grande demais”, mas a minha vontade era xingar a pessoa todinha e mandar ela cuidar da vida dela, a barba é minha e eu deixo do tamanho que quero",,,0
Eu juro a vocês: esta foto vai para as minhas aulas de pensamento político brasileiro na @unilabbrasil. #IndependenceDayUSA Nós temos um pensamento político hegemonicamente colonialista e entreguista. https://t.co/8u0qVnOb7i,,,0
"Hj é um dia pra se apreciar, tá fznd um solzinho gostoso e ñ tá quente q nem um inferno, o ar ta úmido e fresquinho ñ tá abafado. Putz, queria ir dar uma caminhada e tomar sorvete",,,0
"não tem absolutamente ninguém interessado nas suas preferências sexuais
agora você não admitir que é um ser social moldado pelo contexto no qual você tá inserido é burrice",,,0
status: 9 pessoas visualizaram seu perfil https://t.co/y6fRwXUZTg,,,0
"meu hype pra lil nas x, joji e travis tá sensacional",,,0
"Morro sem amizade, mas não sustento falsidade.",,,0
meu deus eu nao aguento mais minha tl só com coisa de loona por causa da votação meu deus eu amo loona mas ne limites vou silenciar tudo de loona ate isso acabar fodase,,,0
"Tô com quase 30 reais de moeda bah, preciso trocar isso pq tô parecendo um veio que guarda os trocados 😂😂😂🤦🏽‍♂️",,,0
Erguendo-me no corpo de uma mulher que nunca deixou de confiar na alma de menina. ♥✨ https://t.co/7pOW2uLU1m,,,0
@whoispeachy @Yzzarch Esse é o Jorel,"Esse é Rajesh, com seu passarinho Abu. Rajesh vive com sua família no interior da Índia e sonha em ser aviador. https://t.co/Af4wfQYEaf",,0
@joaovpam @Sergin019 vai dormir,@Sergin019 @gi_eduard serjao essa camela vai compra aquela chuteira nova da nike p vc,,0
Saudações meu Brow,,,0
é o que me faz sentir prazer,,,0
Hoje foi dia de acabar a energia no trabalho e ter que vir embora mais cedo,,,0
descobri hoje que o buraco com relação ao meu pai é BEM mais embaixo e que ele não foi na apresentação de tcc do meu irmão,,,0
"@thaysjacobsen_ simmmm, e em cada ep dessa  novela fico com mais raiva desse cara kkkkk",@isa_stipula Faz 2 dias q to acompanhando e ainda não acabou kkkkkkkkk,,0
Pergunte-me qualquer coisa https://t.co/llsc40eeav,,,0
"Chegamos ao ponto de alguém chamar a minha atenção pela contumaz ausência de ilustrações nos meu blogues...
Sou poeta, gente!",,,0
"#NewProfilePic 
hoje é dia de tbt né?! https://t.co/tMpZfWL8GB",,,0
"Terremoto de magnitude 6,4 atinge a Califórnia https://t.co/iSOa712BV2",,,0
@joaotpc14 Amém!!,"A gente se engana muito com certas pessoas, e olha, graças a Deus me livrei de vcs. Certas coisas a gente não perde, mas se livra. Quem não nos valoriza não merece nem ser lembrado. O mundo dá várias voltas e quando ele retornar eu quero é estar bem mais longe de você. Amém 🙏",,0
"Pq tem mulher que fica esquisita até maquiada? Rapaz...Que estranho, mas ok. O importante é ser feliz",,,0
"De verdade, tudo quanto é referência a clipe, filme, movimentos... TUDO na série https://t.co/Uyc1N7lSEj",,As referências de Stranger Things 3 estão perfeitas,0
@uglypeep E é o que msm? Giria nao pode ser mds https://t.co/PUdpLoFVPb,@robsnorigins KKKKKKKKKKKKKKKKKKKKKKK eu tava achando que era um gíria nova sla já tava me sentindo velha por não entender,,0
@Meu_Deck CARALJO VC NÃO PODE IR SEM A MÃE DA CRIANÇA SEU CUSAO KKKKKKKKKKKKKKKKKKKKKKKK,@HoseokMy MANO CÊ NEM VAI AGUENTAR ANDAR QUANDO ELA NASCER EU VOU IR CORRENDO COM ELA NO BANCO DA FRENTE DO CARRO SEM CINTO SÓ PRA FICAR COMO HELLENA O NOME DA NOSSA ANJINHA,,0
@bienalquebrada Mas não precisa nem pedir duas vezes.,"EI, UMA ATENÇÃO AQUI. 

Nós estamos querendo ampliar a nossa equipe (nem equipe tem, mas foca no marketing). 

E aí queríamos saber se você aí que tá lendo, topa entrar nesse desafio? Dependendo das respostas. Nós falamos aqui o que a gente tá precisando.",,0
@SaldanhaGian @AndreiG_7 Vcs sempre teram moral comigo ainda mais que você já foi meu chefe !,@martinsbarber95 @AndreiG_7 Meu horário ta marcado?,,0
@leisdenewtonofc @tragueiverdades Sociedade tóxica do krlh,"LEI 267

pode nem ter três namoradas que ja to errado",,0
pq vc me maltrata tanto?,,,0
"@dilmabr Papa Francisco deveria intervir na Venezuela ..onde o povo está a merce de um ditador sanguinário.apoiado pro facções criminosas !
#CantaPalocci
#QuinhentosBilhoes","Um recado de Sua Santidade, o Papa Francisco: ""Os juízes devem seguir o exemplo de Jesus. Que nunca negocia a verdade"".

#LulaLivre https://t.co/IThrUK32XR",,0
"Isso é número considerável, não tem como se fazer de doido. Fora o prejuízo que não é pouco... https://t.co/Jf7M7nwI7m",,"Governo confirma DEVOLUÇÃO de 1,4 mil toneladas de frango pelo Reino Unido por problemas com SALMONELA. 

É só exportar mais um caminhão de abacate para compensar, né? 🤦‍♀️

#QuintaDetremuraSDV",0
""" O GOVERNO QUE PREGA SEGURANÇA PUBLICA "" sua base toda votando contra os profissionais da segurança publica. OPOSIÇÃO TODA A FAVOR! ser a favor da segurança publica não é fazendo arminha e BOTANDO PORRA DE ARMA NO PALITO NÃO!",,,0
"@expresso_1898 Entra Andrey, sai Raul. 
Entra Valdívia, sai Marrony 
Entra Tiago, sai Marquinho","FIM DE PRIMEIRO TEMPO!

Com gol de Marrony, Vascão vai vencendo o Atlético-GO por 1 a 0, em São Januário.

E aí, torcedor, alguma mudança para a próxima etapa? Como avaliam a partida até aqui? Deixa aí o seu comentário!👇🏼",,0
Eu não sei oq fazer,,,0
perfil visualizado por 8 pessoas https://t.co/T6I2SS0mnd,,,0
@filipebarrost Deputado vão conceder para policiais.,"Os deputados da oposição dizendo que eles defendem a ""segurança pública"", são os mesmos que defendem o desarmamento, que são contra o excludente de ilicitude proposto por Bolsonaro e que estavam terça-feira batendo no Ministro Moro (Ministro da Justiça e SEGURANÇA PÚBLICA).",,0
@crismfhenriques Ahahah então yah não havia muito a fazer,"@le0_ferreira20 Tava um GNR escondido num carro ao pé,  começou a reclamar cmg por tar a avisar",,0
@mirelaanogueira Lindaaa 🥰,Primeira vez usando uma touca pq tinha vergonha do meu cabelo armado ❤ https://t.co/jKKRjHOYFi,,0
Pergunte-me qualquer coisa https://t.co/YboZettVHq,,,0
"Gente o cara que roubou minha bicicleta foi na padaria da esquina da minha casa, meu irmão também estava na padaria  e achou que Tinha ido com a bicicleta e levou pra casa dnv... Gent que Diiaa kkkkkkkkkkkkkkk",,,0
Tirei Estranho! https://t.co/LV7RJIhgSZ,,,0
Eu to tão feliz eu passei no vestibular da universidade que eu queria,,,0
"@itsju2401_ Se tu notares todos dizem q tá uma merda baby mas se fores ver a uma party e a música está a dar , estão todos aos berros a cantar a música",@bazybe Ele tava a generalizar amor ahahahaha e só uma expressão pra dizer tp “ isto tá uma merda” eu tb achei q tava,,0
"Deus perdoa-lhe, não sabe o que diz https://t.co/1lVCfhIDvG",,N me matem mas eu nunca vi um filme do harry nem pretendo fazê lo https://t.co/OcWxcUOisa,0
"caralho cara, to com um osso inchado e ta doendo pra caralho",,,0
"_Que Meus Sonhos Não Tenham Fim. 
Que Eu Nunca Perca a Capacidade De Sorrir. 
Que Minha Fé Seja Infinita,Quando Eu Pensar Em Desistir. 🙌💭❤⚓ 🍃🌺_",,,0
@eduardaalima19 oh bebe gosto mais de voce do que di mim uuu,falas sem saber 🤣,,0
"@SenadorKajuru Tava doente?
FODA-SE!!!!",,,0
"nao é uma vez ou outra, é literalmente TUDO TODO DIA",,,0
comprar um pandeiro e ver se aprendo a tocar sozinha msm,,,0
@viniciuscfp @walterprince10 A biba fefita chama td mundo que não for a favor das viadagens dele de nazista! Kkkkk,Caio Coppolla dá uma comida de rabo ao vivo no Fefita por falar merda no Morning Show https://t.co/1orozl1PRG,,0
minha unhas estão uma graça,,,0
partilhar do Rubel é meu ponto fraco eu escuto um a dessa musica e já começo a chorar igual um bebezinho,,,0
Eu não sei o que eu faço pra mim ficar feliz e só viver,,,0
última atualização de visitantes do meu perfil https://t.co/3Q97iAhCWG,,,0
só foi o vasco jogar com 2 atacantes e parar com aquela maluquice q o marrony volta a marcar gol,,,0
@Guilherme_hla @doublefault28 Jura? Rs,@heldersonsilva @doublefault28 Achei q vc gostasse do Djoko,,0
Acabou de publicar uma foto em Central Park Mooca https://t.co/3P6nJtAqJS,,,0
"Preciso desligar fazer parar a dor, ir na janela e ver, e me inundar de cor. O sol vai me invadir vai me limpar por dentro pra eu nunca mais viver um só dia cinzento.",,,0
"Estamos congelando!! 🥶

Mas tudo bem, não dá nem pra reclamar, olha essa vista incrível da Lagoa da Conceição que temos por aqui!😍 https://t.co/kubnIxvnr8 https://t.co/h6dswP06uk",,,0
"@monteirobbia Me dá comida logo aí, ou foi só p você e p Júlia?",,,0
@fersenmiranda Recatada e do lar,#NovaFotoDoPerfil https://t.co/drApYWPlbL,,0
"Encontre alguém meu cupido amigo, que seja metade do que aqui restou ...",,,0
@showzalucas KKKKKKKKKKK vei... experimenta!!!! Nunca comeu queijo com goiabada?,"@luanamuller_ PAo doce é a única exceção de comidas salgadas combinando com comidas doces pq pão é neutro, como vcs misturam QUEIJO com chocolate é um mistério que não compreendo",,0
saudades,,,0
"@saraluzi_a Muito deusa, credo",meu cabelo foi mesmo desse tamanho ou foi só um surto coletivo? https://t.co/Vr0vWopXem,,0
"@ggreenwald Que feio, hein? https://t.co/n50Ng6JMsi",,Good Lord o agente russo Vervaldo passando vergonha mais uma vez na sua timeline 🤣https://t.co/phpwfNRZPw Papa,0
Rolou sessão da tarde kk,,,0
no momento começando um processo de bajulaçao com meu pai para conseguir o que eu quero,,,0
Yara na sala da um ódio parecendo uma mongol https://t.co/HTvfTCYvrr,,"Professor: 2x3 é 6

Menina chata da minha sala: ahh então quer dizer que se eu multiplicar o 2, 3 vezes eu vou ter 6, é isso ?????? Acertei prof ????

Eu: 
https://t.co/sE203E91mN",0
Mano n da pra andar com yas na rua kkkk fica gritando igual louca,,,0
"@imverylost_ oi bb vamo, me chame q vou pra tudo",@kamiramda Me convida pra alimentar você eo Mirandinha PF.,,0
@ullissesmendon1 Aí se acordou né kkkkk,@estheallmeida Nooo que crueldade com a minha pessoa em vez de vc trazer um açaí pra mim kkkkkk,,0
"MARCO 
POLO 

CARALHO NANCY DREW MEU TUDO",,,0
@LuuksAlves @murderhoteI HAHAHA eu já tinha visto ele em outra pág mesmo,,,0
Minha parede tá a ficar bue cute🤙🏽,,,0
@beatrizgi_ E tas a fazer que horários? Queria ir ao cinema 😳,@CarolinaNop Para a semana dois dias,,0
"@souza_morenaaa Eu que fiz as minhas férias, sei que sou uma menina estudiosa preciso nem ir mais pra escola, já sei que passei KKKKKKKKK",Não vejo a hora de chegar minha vez 😩 https://t.co/up6rgEejg8,,0
Merda atras de merda atras de MERDA FDS....,,,0
"- o que você estuda?

- jornalismo

- ah, vai trabalhar com Samuka né https://t.co/oaB8OqAjGz",,"- o que vc estuda?

- engenharia 

- ah, sabe dirigir? https://t.co/V48kTlCJq1",0
Heteros que se comportam como gays= aberração,,,0
seu perfil foi visto por 3 pessoas nas últimas 2 horas https://t.co/tvK6aRWDUT,,,0
gracinha* me passo nesses tipo kkkk,um cara preto faz uma grancinha AI MEU DEUSLLKKKKKKK https://t.co/byLJGlnjGL,,0
Vou pegar meu celular amanhã ou sábado mais já to sofrendo aqui,,,0
@Lucyluciana94 @ScrivoArte2 @gori_magnani @Lorenzo60952594 @antzorb @nimagiga @albaniangirl0 @Khadija_Elena @MollyBloom82 @volevodirti_ @Vandabio @Vale22046 A te Lucy 😘🍸,"@ScrivoArte2 @gori_magnani @Lorenzo60952594 @antzorb @nimagiga @onlyamour @albaniangirl0 @Khadija_Elena @MollyBloom82 @volevodirti_ @Vandabio @Vale22046 Buona serata a tutti, grazie Giorgia 😚",,0
@pefabiodemelo @ eu mesma,,,0
sdd da minha header antiga unhe,,,0
@joaomarcos_q KKKKKK se eu ainda tivesse eu gravaria,@CaioRiz grava vlog pro yt da view,,0
Você atingiu o  limite  de 5 reportagens por mês,,,0
A cooe kkkkkkkkkk https://t.co/9qr0wt33vQ,,Krl nego inveta cada coisa kkk https://t.co/I3fkERd4g4,0
quero p escola hj não q ódio,,,0
@_vitov quem?,@kvvnshd Gostava mais quando ele só postava foto da bunda,,0
lembrei aqui que quando eu era pequena achava que iria casar com 25 e ter filho com 28 kkkkkkkkkk,,,0
@nickjheimy tá fazendo com quem?,Meu cabelo tá lindo demais aff😍😍,,0
"Meu kkkkkkk pq nunca aconteceu isso na minha frente cara juro q ia chama no cachorro, vsf falta de respeito https://t.co/2ETJQ4MOdj",,https://t.co/IQuoHwwn8K,0
@div_230 Mesmo a sério,@aleca__24 Meu primo está a ficar velho porra,,0
@dOminiK13_ @sensxtie o que?,@enigmasthisway @sensxtie FF??,,0
@anabestetti Também queria 😔,@NinamartinsNina queria tanto estar aí pra te ajudar melhor 😪💔,,0
"Funtrab oferece diversas vagas nesta quarta-feira

https://t.co/ZAivvfRwv1",,,0
@HensyCastro27 Cuando eras Depo aceite?,"Y estás mujeres que tú las invita a salir y están más pendiente a subir historias que a socializar con el patrocinador, hagan el ayante aunque sea #smh🤦🏽‍♂️",,0
@Tzcrrx ngm te quer n vei,"A pessoa tem 16 anos gente, e eu 21 kkkkkkkk tem nem condições",,0
To passando uma vergonha danada aqui de cozinheira no job !  Gente trabalhar em escola e muita humilhação,,,0
@zeca_dirceu Será que o Papa tem noção do poder de articula do seu pai para o crime?,"⚠⚠ #Papa Francisco pede que o sistema judiciário seja imparcial: ""Os juízes devem seguir o exemplo de Jesus, que nunca negocia a verdade"". Mensagem forte, e que serve a um certo juiz brasileiro. 
# https://t.co/311uRBaryN",,0
Obrigada Inter por ter levado o Guerrero e por isso 🙏🏽🙌🏽 https://t.co/tDmqW5R93i,,Frio em Porto Alegre faz Inter abrir ginásio a moradores de rua https://t.co/VfwSe5A0Bz,0
@infosjao No começou eu juro que vi você com a cara num cu peludo,04.07 | Jão publicou no instagram stories https://t.co/PgdiH5hzY6,,0
1.4k more til 10K 😎🤪,,,0
@TheLittleLyra Lista de melhores amigos. Aí cê coloca só as pessoas que você quer que vejam.,Queria ter como fazer uma lista no Instagram pra postar stories de nude.,,0
@catalyxtpark bk. não quero morrer no mc por minhocas no estômago.,oi gente vccs preferem bk ou mc??? Só pra eu ver uma coisa aqui,,0
@brenin_suave Amém tempo! Mano oq aconteceu com o seu nariz ?,"Nao to rebolando a raba, mas o que vale é a evolução já que antes eu era um BICHO
Dedo no cu e Hysteria kkjj https://t.co/X2ZGg1AqUx",,0
"@dukaralho_ Mas a tiana é sim, quem não é negra é a moana que é da Polinésia e a pocahontas que é indígena 🙂","@esteffairy Me desculpa, eu realmente acreditava que a Tiana era negra, mas não é meu lugar de fala, se vc diz que não é, então não é. https://t.co/KKxLmTbCY3",,0
@Jubileuu22 Valendo o zero call kkkkkkkkkkkkkkkkkk,@L_Herdade Porra se entrega logo facilita esse boxe q vc vai ganhar kkkk,,0
"@hope_heloisa asdfqoswadhhuqwab eu gosto desse video, reclame com quem deu like nele dps de tanto tempo e me fez lembrar q eu upei no twitter",@PoniRoxo voltou pra me assombrar,,0
Que fase em kkkk https://t.co/m0aWkAZWk1,,"[4/7 13:11] Ysa : Meu pai vai quebrar minha face ao meio
[4/7 13:12] Ysa : Meu rostinho tão lindinho de bebê estará acabado 😭
[4/7 13:28] Ninja: Tô rindo mas de nervoso",0
que internet ruim,,,0
só vem uma pessoa na minha mente kkkkkkkkkkkkkkkkkkkkkkk fdp https://t.co/G9ez0zK2RM,,"Te enganei, não tenho Netflix. https://t.co/XyCuHxa16x",0
@julia_alvex eu amo mto vocês,,,0
"Atlético tá bem servido, voa mlk!!!💥 https://t.co/ZiuKFWjH6U",,"🎩 Obrigado, @joaofelix70!

➡ https://t.co/i8Bflr5fq0 https://t.co/QGuIdBFlhC",0
as coisas que acontecem comigo são exatamente para que eu aprenda mas as vezes parece q n tem jeito,,,0
@cmrqus PÕE A MÃO NA CABECINHA,@BIGBenfica9 TIRA A MÃOZINHA DA FRENTE,,0
Chocada que o agazinho voltou estes dias e ja tem um smash https://t.co/f9XhUyji5Y,,https://t.co/2qqcEzhger,0
@carmeeguzman4 SOS HERMOSA bebe Y Q ASCO DE AMIGASDD!!,"Mis amigas me dijeron que en estas fotos se me re notan los rollos y que no les gustaban, cada fav es un “amiga date cuenta” https://t.co/QzGnBEbJ4d",,0
"Cara tomei um banho q parece q lavei até minha alma

Esfreguei tanto a bucha em mim que eu vi minha pele rancar menino",,,0
"Lili canto, só por chegar em casa",,,0
"@Tsavkko A personagem da scarlet seria intrinsecamente japonesa pra história do ghost in the shell. Vc perdeu esse. Mas tá, eu não conheço o background do velho ancião, mas presumirei sua boa-fé.","@ashey_cc O personagem do velho ancião que virou uma mulher branca em Dr Estranho era banal. Causou gritaria. A etnia e gênero não fazia diferença alguma. Gritaram do msm jeito. ¯\_(ツ)_/¯ Scarlett Johansson em Ghost in The Shell, japoneses amaram, lacradores gritaram.",,0
"@erikakokay @Brasil_de_Fato Eita, parece que os petistas não vão mais mamar na teta dos nossos impostos! Como será a vida dos petistas ganhando uma aposentadoria de ""apenas"" 5 mínimos?",,,0
47. Conte seu pior motivo para parar na diretoria na sua escola?,31. Sua pior lembrança do mes de Junho?,,0
@ritaccsousa Como és minha friend faço um descontinho 🤫,,,0
@Gil2707 @DilaComments E nao é pq quando vemos o pq e um completo absurdo as respostas sao mulheres 🚺 e homens machistas,@DilaComments Quem ñ gostou o fandon acha que é inveja,,0
Só essa tartaruga para animar meu dia https://t.co/qV55KKiBLo,,,0
@eltoncoxta98 Então faz Vete....os dois são muito bom,@Het_777 Não sei mano gosto muito de animais tbm,,0
Sintra é uma fonte de wallpapers pró Windows 7 https://t.co/fmc8Fjijw9,,,0
@liverrpooI não me diga que comprou o lightstick,acabo de dar 250 reais que eu tava salvando pra minha viagem pro rj com etc,,0
smp fomos estranhos então diz me qual é a diferença entre o antes e agr,,,0
"Minha mãe não pode m ver deitada, q começa kkkkkkkk",,,0
de olho na amada https://t.co/1MVggrHkca,,⚽️👀 https://t.co/rm9dgD1hfL,0
Eu acho que o Boldonaro quis dizer que na Europa não há nenhum km quadrado de floresta amazônica... https://t.co/MbVPxlNFrS,,"Em encontro com ruralistas, Bolsonaro diz que Macron e Merkel não têm autoridade para discutir meio ambiente com Brasil, pois na Europa não há um km² de floresta. Ele ainda os desafia a achar desmatamento na Amazônia. https://t.co/L9oMkLd79y",0
@black_duds ahhhh vc q é &lt;3,@_maduuuuu af vc eh tao linda,,0
"Obrigada, meu Deus.",,,0
3 pessoas visualizaram seu perfil agora https://t.co/on7B7sBSki,,,0
@_urbano_caos Outra coisa que ninguém sabe é que já passamos por uma reforma dessas. PF que se aposenta na casa dos 40 quase não existe mais.,@DanielDant3 É o teto do INSS ou o desconto ter aumentado?,,0
e pra não dizer q eu sou ruim...,,,0
Vou sair no soco,,,0
"@carolcanossa @nadanovonofront @allansimon91 @proposicoes Tem, é o pessoalzinho que dirige sem carteira, faz merda a rodo no trânsito, bota a culpa nos outros e acha que tinha que poder ter carteira sem precisar de teste nem de código nenhum de trânsito porque isso é tudo frescura. É especificamente esse pessoal.",@nadanovonofront @allansimon91 @proposicoes Me impressiona que tem uma quantidade relevante de pessoas que apoiam,,0
@Bruno_xavieer Me respeita,@boavabu velha pra krl,,0
