text,in_reply,is_sarcastic
@deltanmd Chega a dar pena seu desespero... #SQN,"""Nas mensagens reveladas não há ilicitude, talvez excesso de zelo em manifestar seu entendimento em relação a um procedimento de apuração de crimes que lesaram a pátria em dezenas de bilhões"". https://t.co/FFzrGG4BQr",1
@jairbolsonaro A indústria brasileira agradece #sqn,"- Para estimular a competitividade e inovação tecnológica, o governo estuda, via secretaria do Ministério da Economia, a possibilidade de reduzir de 16% para 4% os impostos sobre importação de produtos de tecnologia da informação, como computadores e celulares.",1
"#MasterChefBR 
O Andre: Deixa que de churrasco eu entendo...
#sqn",,1
O sorriso sincero de quem se preocupa com você... #SQN https://t.co/1fM7Z0DQcz,,1
"Se é pra representar G então vamos representar direito
Goiano Gay e Gostoso (#sqn) 😜
#LGBTQoftwitter https://t.co/0JoCcTUOUO",,1
"@lbertozzi Isso sem De Arrascaeta em campo! Vooooooolta, Abel!

#sqn",Uruguai hoje https://t.co/E4dSjjk69f,1
"@deltanmd @deltanmd faz assim: sai das redes sociais. Para de se justificar. Fica caladinho. Sem um pio. Se esconde debaixo da pia da cozinha... etc. Assim, talvez... só talvez vc será esquecido... #SQN 😂","""Pelo que surgiu até agora, não há, na opinião de Velloso, nada que indique uma atuação ilegal, grave ou ativismo político contra o ex-presidente Lula por parte do ex-magistrado e dos integrantes do Ministério Público, como acusam os críticos de Moro"". https://t.co/TzM6DJPDgW",1
"Comprei um patins, e usei-o apenas 4 vezes e ele quebrou(sou muito radical #sqn), fui na loja que comprei e eles simplesmente  devolveram o dinheiro sem questionar nada.. O sistema de devolução aqui em Portugal é muito bom..",,1
"@herminiapistola @BellomoSonia Desmenti o que? 😂😂😂 A esquerda que usa droga né 🤔...

Muito louca 😂😂😂👇👇👇

#SQN https://t.co/IU2hAkVqVO","@Jujuzinhas @BellomoSonia olha a perita aí gente, tão fake que até agora ele não desmentiu, passadora de pano de neonazista",1
"Um show essa copa América...estádios todos lotados....

#SQN",,1
Pensem num anjinho 😇 #sqn ❤ https://t.co/UtBjrfsnrJ,,1
"Alex Dias e Somalia no ataque

Saudade do que vivemos #sqn",,1
@jairbolsonaro Agora sim que vamos avançar...#sqn,-  Avaliaremos também a possibilidade de reduzir impostos para jogos eletrônicos. 👍,1
"@TwitterBrasil isentaço pra CRL!!! 
#ShowDoPavão em 1 lugar o twitter não deixou em destaque.

Basta um chororó da esquerda o assunto ganha outdoor! 😂😂😂
""Parabéns"" Twitter! #sqn",,1
@andrefran @gugachacra Educados como os brasileiros! #SQN,Manifestação com mais de 2 milhões de pessoas em Hong Kong. Eis que uma ambulância precisa atravesar a aglomeração e... https://t.co/XaCNDkRjq1,1
"RT @Magui94715097: Quando a tua mãe diz que tens que arranjar um namorado
#soquenao #sqn https://t.co/R0whMJtemG",,1
Palmas ao STF. #SQN https://t.co/NEGmMGJn5P,,1
@lohanna_lima Futebol é popular! #sqn,"Um refri e um sanduíche (bem fraquinho por sinal) por R$23. O tropeiro, que custa R$ 15, hoje está sendo vendido por R$20. Água a R$ 6 e refrigerante a R$ 8. https://t.co/WxnpiPoQBH",1
"Ainda se deu ao trabalho de me responder: “Impressão sua”. Não tive a chance de prosseguir com o diálogo, pois o cidadão me bloqueou. Grande democrata! Parabéns @ricardope! Assim construiremos um país melhor. #sqn","O Ricardo Pereira @ricardope, a quem eu seguia, me bloqueou. Meu pecado? Dizer que uma certa banda do PT tem desfilado de mãos dadas com o PSDB, um dos pilares do golpe. Haddad, que parece adorar FhC, Genro (o da autocrítica) e Zé Eduardo, o Republicano, à frente. Vai tarde. https://t.co/iHGYZUbC9d",1
@vuvuzela_fogao Foto novinha né? #Sqn,No Maracanã pra assistir o Gatito na Copa América e é inacreditável a condição do estádio depois que caiu nas mãos da dupla Flamengo e Fluminense. Diversas cadeiras quebradas e um monte de baratas. Isso numa competição internacional como a Copa América. https://t.co/FKtmfetsPi,1
@Smith_Hays Impressionadíssima com tão brilhante explicação. 👏🏽👏🏽#SQN,Tudo mostra que Glenn Grennwald comprou o mandato do Jean Wyllys e está desestabilizando nosso país! TEM QUE TER A NACIONALIDADE CASSADA E SER DEPORTADO!!! Além disso pagou um hacker russo para invadir o celular do Moro! FORA GREENWALD! #ShowDoPavão,1
"@BlogdoNoblat Tão culto, mas tão culto que consegue até ler livro de cabeça para baixo #sqn
#ShowDoPavão grande diaa https://t.co/CKwNjsoDP1","Servir a um presidente sem ideias, que mal sabe se expressar na própria língua e ainda por cima estúpido é coisa para gente que não zela pela própria reputação. Ou então que só ascenderia desse modo. https://t.co/CDU6PBTjRu",1
"@bernardopkuster @ggreenwald Faz sentido, o Glen é brother de neo nazista porém tem marido e filhos mulatos, tá serto 😅👌 #sqn",@ggreenwald Lindo é isso. https://t.co/YzSxGHtL3d,1
"@brinkissima awnnnnn ... que dó de vcs ... #SQN 
👉🏼👉🏼#ShowDoPavao #DeportaGlennGreenwald 
#DeportaVerdeValdi https://t.co/UGvb1jYcO7",@ericatao Hahahahahahahahahahahahahahahahahaha Moro vai cair. A queda será mortal!,1
"@DeputadoFederal O cara que condenou o maior assalto aos cofres públicos de uma democracia  vai ser visto como vergonha????? Ata,kkkkkkkkk #sqn","Podem me cobrar daqui a alguns anos.

Ainda chegará o dia em que Moro e Dallagnol serão vistos como símbolo de vergonha, como sinônimos de juízes e procuradores que violam todas as leis em nome de caprichos, interesses (inclusive financeiros) e anseios pessoais.

#DesMOROnando",1
@matheus_agostin @pessoa_ademir @MatheusAlves_R @OGloboPolitica @jairbolsonaro Os Bolsominions garantem #SQN 😂😂😂😂😂😂😂😂 Ele vai a público e fala: - Estou porraqui com ele . 😂😂😂😂😂😂 Perunaro https://t.co/I7D2cPc533,@pessoa_ademir @MatheusAlves_R @OGloboPolitica @jairbolsonaro olha só que legal. ele nomeia pessoas sem conhecê-las antes. elas trabalham por um tempo e depois são demitidas. recebem altos salários nesse período para nada. quem garante que ele vai colocar alguém que conheça agora que não vai ser demitido semana que vem?,1
Já pensando no tema da próxima festa #sqn,,1
@lilian_tahan Ainda bem que a população é contra a corrupção e só tolera cargos por mérito #sqn,"O senador Marcos do Val (ES) trouxe a namorada p trabalhar em seu gabinete. No ES, ela tinha salário de 2 mil. No Senado, passou a ganhar 8 mil. O senador achou q pegaria mal e pediu a colega p empregá-la em outro setor do Senado. Salário: 11 mil. Q tal? https://t.co/IdFqKwfF2d",1
"Legal né? Tv paga, têm bastante opções. #SQN https://t.co/ilQmSQWXbd",,1
Igualzinho no Brasil. #sqn https://t.co/Wq2gM2YuSE,,1
"RT @ElvisRo04398534: Claro que vc não se refere ao @deltanmd e ao @SF_moro, né?
Até pq, se se recusassem a entregar, o @realwbonner faria o…",,1
#sqn não é mesmo! https://t.co/WFJtNUnVPl,,1
"Pelo que os PTistas falam, isso é democracia.. ódio e opressão vem de Bolsonaro. #sqn infelizmente existem dois lados.. Dos brasileiros de bem, que lutam pela verdade e querem justiça, se manifestando com dignidade... https://t.co/77wHZzxriq",,1
"No Brasil de @jairbolsonaro e @SF_Moro as leis nacionais não valem, o que vale é o Código de Processo Penal do Moro e Código Penal do @deltanmd #MoroHeroi #sqn  #MoroCriminoso #LulaLivreDomingoSDV https://t.co/7GA9UNQak5",,1
@AmontoadorP Ô que gênio.. #sqn,"""Droga de balança, sempre estragando"" https://t.co/bpx9FbEXgg",1
"Só estou UNICAMENTE protegendo suas meias e o seu tênis aqui. #Gunter

#sqn #picoftheday #pit #pitbull #pitbulls #pitbullbelém #photooftheday #iphone8plus #happypitties #proudpitbull #ilovepitbull # Belém #Pará… https://t.co/9Pf0Pt498l",,1
"Acabei de correr um quarteirão para pegar o ""tram"". Sinto que praticamente já moro em Gotemburgo! Hahahaha #sqn",,1
Vamos fazer aquele baita esforço.#sqn 😊😋 https://t.co/lnCUzTnrHN,,1
@zepoletto @SocialistiPhone @BlogdoNoblat aham vou acreditar em pesquisa do twitter e facebook que representa a população brasileira #sqn,@Henriquer34 @SocialistiPhone @BlogdoNoblat Vai estudar um pouco de estatística depois volta.. abraço,1
"Vou ostentar agora, comprando ovos. #sqn",,1
@caleromarcelo @jairbolsonaro Copiou e colou o discurso do Freixo?? Va nesse caminho que sua carreira decola!!! #SQN,,1
"@SigaPlayPlus Quase 17h da tarde e nada do aplicativo funcionar. Vcs estão de PA-RA-BENS! #SQN 
Revoltante isso!!!",,1
QUANDO ME PERGUNTAM SE EU SINTO A SUA FALTA... A RESPOSTA TÁ NA CARA! #sqn #sdd #sdds #iloveyou #ineedyou #imissyou #aenedeerree https://t.co/h84IkwMsTu,,1
"@BlogdoNoblat Realmente Moro, Paulo Guedes, Marcos Pontes e tantos outros só estão ali porque não teriam projeção sem ele #sqn. Esta sua fixação Marineira está lhe fazendo perder o senso.","Servir a um presidente sem ideias, que mal sabe se expressar na própria língua e ainda por cima estúpido é coisa para gente que não zela pela própria reputação. Ou então que só ascenderia desse modo. https://t.co/CDU6PBTjRu",1
@andrefran Igualzinho ao Brasil. #Sqn,Manifestação com mais de 2 milhões de pessoas em Hong Kong. Eis que uma ambulância precisa atravesar a aglomeração e... https://t.co/XaCNDkRjq1,1
"''VC TÁ COM CIÚMES?''

simsim      sim      sim simsim
sim sim     sim      sim        sim
sim  sim    sim      sim        sim
sim   sim   sim      sim        sim
sim    sim  sim      sim        sim
sim     sim sim      sim sim sim

#sqn #sei #soquenao #aenedeerree",,1
"@dinheiropf85764 @STF_oficial @SF_Moro #Dia30BrasilNasRuas ..E este infeliz do @ggreenwald não tem "" ""sacoroxo"" para colocar conversar dos outros presos? Isto significa q este energúmeno quer soltar o bandido do ladrao, criminoso, condenado por 7 vezes. #SQN","@seujoca12345671 @STF_oficial @SF_Moro A conspiração esquerdista e a tentativa frustrada de tomar o poder com mentiras e ataques idiotas.

O tiro que saiu pela culatra.
 
Moro mais forte, e a greve que só causou revolta e repúdio na população.",1
RT @Waguinhopinto: Cadeiras do Maracanã limpas e prontinhas para receber o torcedor. #sqn. “Ótima” Recepção para os visitantes do estádio.…,,1
"Cadeiras do Maracanã limpas e prontinhas para receber o torcedor. #sqn. “Ótima” Recepção para os visitantes do estádio. Pra gente tudo bem, normal. Nós cariocas estamos acostumados com esse lixo. https://t.co/VRNGUYYjfF",,1
@ana_nina9 @JuValcezia Vive feliz kkk #sqn,"@aliine1212 @JuValcezia Ne? Olhar pra cara da nicole me dá uma felicidade, sabe..sempre radiante kkkkk",1
"- VC NÃO FICOU CHATEADA, NÉ?!...
- NÃO, EU TÔ DE BOA...
#sei #sqn #soquenao #aenedeerree https://t.co/4ZUYDoiKN4",,1
"Domingo à tarde, bom horário para ficar no twitter #SQN",,1
"RT @felicianafs: @AnaConcli @SF_Moro Vergonha ele n tem não, fazer o fez se acha o Bambam d república #sqn @STF_oficial  se aceitar é passa…",,1
"@IvanValente O histórico #sqn Ivan Valente não suportou ouvir umas verdades.
Me bloqueou!","@IvanValente E a sua aposentadoria especial, deputado? Vergonha!!
Hipócrita!! 
Diz que defende os pobres mas vai se valer do dinheiro do trabalhador para ganhar aposentadoria de 30 mil/mês?

Canalha!",1
"@diogomainardi Uai, mas @gilmarmendes disse que ""não necessariamente..."". Em quem devo acreditar? #SQN","“São nulas as provas”, diz ex-ministro do STF sobre trocas de mensagens entre Deltan e Moro https://t.co/AlWLoBX59O",1
"Sozinho em casa. Pedi dois Açaís do meu tamanho. Quando estava terminando o primeiro, minha esposa chegou. 
-O que é isso?
Disfarcei:
- É açaí, meu anjo! Pedi um pra vc tbm (#sqn).
- Obrigada. Agora, não quero! Tomo amanhã. 
Agora, estou aqui babando e vendo o açaí que eu perdi.",,1
"@ZAMENZA Quando criticam o Walcyr é haters, agora quando você critica outros autores é só uma opinião kkk, imparcialidade a gente vê por #sqn","Essa novela tá muito MARAVILHOSA, BICHO!!!!! Os haters piram. #ADonadoPedaço https://t.co/ssu2hqCzwr",1
Amor que não se mede #titiopadrinho #sobrinhos #belinha #pedrolucas #banguncaorganizada #SQN https://t.co/MNUyDLQSvq,,1
Tá aí um cara equilibrado. #sqn https://t.co/E1B5AuKuPj,,1
"Copa América, ingresso mais barato  120, super popular, #sqn",,1
@MiriamLeitaoCom Saudade daquele tempo em que membros do governo saíam por envolvimento com corrupção. #SQN,Joaquim Levy enfim pediu demissão. Numa carta em que diz “ Minha expectativa é que ele )o ministro) aceda” . Fingir que foi uma situação normal é o pior caminho nas circunstâncias.,1
"@iarlleey Isso se chama informações privilegiadas, Kamieser viram o q o publico gostou e tá fazendo... muito espontâneo e verdadeiro 🥴#SQN","o lado B copia muito o lado A, o lado A inventaram de fazer uma música pro time, o B tbm fez, o A fez reunião de time e o B tbm  #PowerCoupleBrasil",1
Eita homem odiado viu!#SQN https://t.co/KC6uR0WETR,,1
Eu vou ter que reformular e centrar todo o tema do meu projeto. Ai que bom. #sqn,,1
Nada melhor do que fazer um código de mínimos quadrados em um domingo #sqn https://t.co/GryWPMPAcJ,,1
"Neste momento só queria estar no Stone Beach Club bebendo o meu bom espumante. 
Pq cansei de Brahma. hahhhahaa
#sqn",,1
domingão dia de tomar uma?  #sqn é dia de estudar  Pós Graduação,,1
"Claro que vc não se refere ao @deltanmd e ao @SF_moro, né?
Até pq, se se recusassem a entregar, o @realwbonner faria o maior auê no @jornalnacional, cobrando...
#SQN https://t.co/pQwrtXfWnz",,1
@Haddad_Fernando Com certeza teremos um Nobel. #sqn,"Vale a leitura:
“Ciências humanas levam Brasil à elite da produção científica” https://t.co/ifrjybaJS2",1
Moro dizendo que não tinha  nada a ver com as publicações da imprensa... ahã #SQN #VazaJato #desMOROnando https://t.co/8uTfse5WOV,,1
@marceloramosam #sqn aceitou o cargo com 2 missões.... não cumpriu,"Existem quadros que não servem a governos ou a partidos, servem ao país. Joaquim Levy, certamente, é um desses quadros. Perde o Brasil.",1
@g1 São honesto eles #sqn !!!,Sara Netanyahu foi considerada culpada neste domingo por uso ilegal de dinheiro público https://t.co/1nmJEYlirj #G1,1
"que fase, brasil.
parabéns @SICOOB_oficial 👌
#sqn https://t.co/cFDRO3jVCl",,1
E de novo a direita levanta mais uma hasteg #somostodosfulanodetal. Será que eles não lembram que todos os indivíduos que foram intitulados de heróis depois foi descoberta a bandidagem deles? #SomosTodosPauloGuedes  #sqn,,1
@RevistaISTOE Nossa vai fazer uma diferença na minha vida... #sqn,"#ISTOÉGENTE Apoiador da Lava Jato, Thiago Lacerda adere ao “Lula Livre”
https://t.co/igljN8IcFk",1
@laurojardim Ô coitado...#SQN,"Quando Jair Bolsonaro o acusou de deslealdade, humilhando-o em praça pública, Joaquim Levy encontrava-se num casamento, na região serrana do Rio de Janeiro. Pode-se imaginar como a festa foi divertida para o então presidente do BNDES....",1
@RassiLira @FrancellySerpa @Caio_CFernandes Logo agora que eu tava querendo ir nesse brinquedo! Kkkkkkk #sqn,@MarianaMazzoni3 @FrancellySerpa @Caio_CFernandes só tem fake... https://t.co/zUfuSoK17f,1
"@blogdopannunzio Levy é marxista do mercado financeiro. Um leninista de wall street, em fim, talvez um castrista do banco mundial. Kkkk #sqn ...","O problema do Joaquim Levy é que ninguém avisou a Bolsonaro  que o cara tinha sido ministro  da Dilma. Como é que ele ia saber que estava nomeando um perigoso comunista para o BNDES? Um comuna que serviu ao politburo do Bradesco, grande bolchevique do mercado financeiro.",1
RT @gewbank: Kkkkkkkkk...sou novinha amor! #sqn #quemdera https://t.co/kKyPkEY9Rc,,1
Kkkkkkkkk...sou novinha amor! #sqn #quemdera https://t.co/kKyPkEY9Rc,,1
"@marciatiburi Votam porque ao contrario de você ele não é defensor da ""lógica do assalto"". Ta triste que vai enterrar um monte de amiguinho? O dó! #sqn","Assistam o vídeo com a fala assustadora do governador do Rio. Entendam o que é uma ameaça de genocídio. Infelizmente, uns naturalizam, outros não acreditam. Quem mora na favela não merece, ninguém merece um governo desses. E por que se vota numa figura dessas? https://t.co/ZyWxhvnzAZ",1
De 90 fotos eu tenho que escolher 8... que gostosinho #sqn https://t.co/nU4W27uH9p,,1
@carlatoscan @adilsonlula @ggreenwald @folha Levou anos? #sqn,"@adilsonlula @ggreenwald @folha Os vazamentos só estão no início.. muitos demoram para dar o braço a torcer. A lava jato levou anos para ""fazer a cabeça"" do povo.",1
"""Sem ideologia"", blza? #sqn https://t.co/mse5Jwk8tA",,1
@Cleiton200780 @damo2026 kkkkk é brincadeira 😊 #sqn,@sep_alice @damo2026 Vai pra Glacial 😖😖😖😖,1
genteee domingueira só  a depressão #sqn,,1
@lmjtrouxaa Mande e vamos matar todos! &gt;.&lt; #Sqn kkk,@WayHaughtPageBr Vou mandar convite,1
RT @marcoscabralres: E assim o presidente segue com sua política de demitir pela mídia e redes sociais. Que delicia deve ser trabalhar nest…,,1
E assim o presidente segue com sua política de demitir pela mídia e redes sociais. Que delicia deve ser trabalhar neste governo. #sqn #bolsolixo #bolsonaro #EleNao https://t.co/QsHJFafcim,,1
Esse Bolsobosta acha q todos são moleques como ele. #sqn https://t.co/6FPvF6CPjj,,1
@ggreenwald @TheInterceptBr divulga tudo bebe. Tá dando super   certo. #sqn #InMoroWeTrust,"De novo: os participantes nos grupos LJ têm seus próprios conversas. Se qualquer coisa que publicássemos fosse alterada, eles poderiam facilmente provar: mostrar o original. Por que eles não? Porque sabem que estão enganando ao usar insinuações que ""poderiam ser alteradas"".",1
"Orgulhoso de mais um block memorável!
Esse pessoal não aceita ser contradito ou questionado!
Exemplos de democratas! #sqn https://t.co/UhZI0LxInE",,1
@Decima_Sep Foi eu ... #sqn https://t.co/EkUoC8UCjH,,1
@VillaMarcovilla Printei pra dar umas risadas amanhã. Forte abraço! #sqn,Joaquim Levy pediu demissão. Guedes ficou calado. Mais uma crise. Amanhã bolsa cai e dólar sobe. Tudo produto da irresponsabilidade de uma pessoa: Jair Bolsonaro. #Levi #Bolsonaro #MarcoAntonioVilla #politica #crise,1
"@RoseDBarros @ggreenwald Tá tudo ótimo. #SQN
País #DesMOROnado https://t.co/MadQkXXBCm","@ggreenwald Avaliação de governo segue inalterada
Vazamentos não afetam popularidade de Moro, diz pesquisa - https://t.co/28wXmQlUkz",1
"☕ hummm...#sqn é coca😆

🎶""Eu sou Ronal.....""🎶 em Pelotas, Brazil https://t.co/XvwVfnPOIu",,1
@_Bel28 @PaulaSouMoro @Isabellniky @ingridalvfig 😂😂😂😂😂 olha a expressão corporal e a interpretação cênica 😂😂 espetacular ... #sqn  😂😂 é cachaça mesmo 😂😂,"Pra q Sandy e Júnior se temos João e Maria? 🤔
Sábado romântico meninas hahahaha @PaulaSouMoro @Isabellniky @ingridalvfig https://t.co/7RSghNOIXR",1
RT @bgsimoes: “Uma besta enjaulada com ódio...” #sqn https://t.co/Y7UXAJMIPu,,1
“Uma besta enjaulada com ódio...” #sqn https://t.co/Y7UXAJMIPu,,1
"@Haddad_Fernando Nossa, tô louca pra ler! #sqn",Meu artigo de hoje na Folha: Como coibir a ação delituosa de 'heróis'? https://t.co/bl3fL4l85A,1
@laurojardim Tô morrendo de pena #sqn,"Quando Jair Bolsonaro o acusou de deslealdade, humilhando-o em praça pública, Joaquim Levy encontrava-se num casamento, na região serrana do Rio de Janeiro. Pode-se imaginar como a festa foi divertida para o então presidente do BNDES....",1
"Adnet tá com uma moral com o público que olha, invejavel! Hahahahajaja #sqn https://t.co/9RD9n7pbkp",,1
@jairbolsonaro Esse @jairbolsonaro só que ser o Hugo Chávez . #sqn,"Marchando na Cerimônia comemorativa ao 218º aniversário de nascimento do Marechal Emilio Luiz Mallet, patrono da arma de artilharia do Exército Brasileiro, em Santa Maria/RS. https://t.co/H8nkket7Ok",1
"Aquele ""café"" reforçado 😁😁 #SQÑ #Açaí #Puro #Natural  #Origeba #SemMisturas #FarinhaDeCôcoCaseira https://t.co/yKB6bwzWCw",,1
"Homem aranha foi preso ....
Agentes penitenciários em ronda ,
Encontraram o spider man , querendo dar fuga . 
#SQN ...
🤣🤣🤣🤣🤣🤣🤣🤣🤣 em São Paulo, Brazil https://t.co/DkffL7d1fT",,1
Uma make nada kkkkkk muito naturauzinha #sqn https://t.co/MU2gdd12wp,,1
Você se programa para dormir até tarde... #sqn,,1
"@demori Tadinho, Moro tão indefeso e ingênuo. #sqn","""O ministro e os procuradores de Curitiba mereciam melhor sorte."" Como assim? A ""pior sorte"" (?) foi gerada por eles próprios. Não se trata de sorte ou azar, isso aqui não é um bingo. Se trata de atitudes voluntárias cometidas pelos envolvidos. Eu hein. https://t.co/w33BShoyH7",1
"@DCM_online @Bruno52448348 Ele tá velhinho... 
Deixa ele. 
#sqn","O silêncio medroso de Gabeira, propagandista da Lava Jato, diante do escândalo da operação. Por Kiko Nogueira https://t.co/mXdaN3A2v2",1
"Oi . Tô virado  noite toda.. Nossa, mas ser médico é  bom demais .. um luxooooo. #sqn",,1
"@UOL Foram pq os bandidos tomaram consciência social e resolveram
 maneirar nos assassinatos q vinham comentando, né? Rsrsrs... #SQN #ArmasPraQuemQuer","Queda de homicídios não se deve a ações de Bolsonaro, dizem analistas https://t.co/FoXnLd18fi",1
"@RodrigoMaia É super justa, né Ñoño!? Veja só o exemplo: juízes, promotores, deputados, com salários d uns R$ 30 mil recebem quase R$ 5 mil a mais auxilio-moradia, mas o trabalhador q ganha mais R$ 1.300,00 não vai receber o abono PIS d R$ 998. Isso sim é q é justiça, né!? #SQN FILHO DA PUTA","Quero reiterar, mais uma vez, que faremos a reforma da Previdência, porque ela é justa e vai ajudar a reduzir a pobreza e o desemprego no Brasil. Estou seguro que iremos aprová-la em julho na Câmara. #novaprevidencia #reforma #previdencia #capitalização",1
Ressaca de catuaba de leve aqui 🤙🏼🤙🏼 #sqn,,1
@radiobandnewsfm Nomeações técnicas ...#SQN,URGENTE!! O Presidente do BNDES Joaquim Levy pediu demissão nesta manhã de domingo. Ele comunicou o ministro Paulo Guedes sobre a decisão. Levy tinha sido nomeado presidente do banco em janeiro deste ano. https://t.co/IoEx34ArZo,1
Xarope de Morango e Mindinho do dedo curtinho! A dupla musical! #SQN 😍😂 https://t.co/bwsfPSiZem,,1
@GHalegua @MichelleKRJ @LcioJnior12 “Saudades do que ainda não vivemos...” #sqn 🤣,@MichelleKRJ @LcioJnior12 E te digo mais! Um homem sem chifre é  um animal indefeso kkkkkkkkk,1
"@FHC Sempre muito coerente!
#sqn #wtf https://t.co/7TCVTS75Iq",A troca de mensagens da Lava Jato continua. Idem a de cadeiras no governo. Por enquanto sem relação. Está difícil acertar o rumo. Sem partidos e sem governo a opinião se gruda na esperança: Maia brilha na escuridão celeste. Melhor a chama da democracia que ilusão do grande Chefe.,1
"@opropriolavo Nossa, um ""novo Cristo"". #sqn","Desde antes do início da campanha presidencial, avisei que um presidente nacionalista e conservador teria contra si TODA A MÍDIA MUNDIAL, ESSE BANDO DE GENOCIDAS COMUNISTAS  QUE POSAM DE ENCARNAÇÕES DA MODERAÇÃO E DA JUSTIÇA.",1
As prioridades do Presidente eleito nos alegra a cada dia! #sqn https://t.co/efVhuItKQj,,1
"@JulianaTesser Ele começou ontem a correr pow, vamo ter calma com ele #SQN",Lorenzão caprichou nessa daí! #MotoNoGP,1
"E os partidos de esquerda do BR insistem em dizer que há democracia na Venezuela! O socialismo promove atualmente um dos maiores crimes de atentado conta a humanidade! Vcs conseguiram ficar para a história, como Hitler, Mussolini r outros! Estão de parabéns! #SQN https://t.co/GJL1cABteo",,1
@helocruz @rvitoria Essa senhora sabe td sobre política #sqn 🙄🤦‍♂️,"@rvitoria A população tem que mostrar de que lado está e o que quer nessa reforma da previdência.

 Vamos convocar 2 manifestações. Uma no sábado pelo centrão e a reforma deles, uma no domingo pelo Guedes e a reforma deles. 

Aí a gente mostra como o eleitor quer que eles votem",1
"Domingo preguiçoooosoo.
#sqn
Aqui na #Haus continuamos em ritmo acelerado.
E lembre, a partir do meio dia abrimos com nossa deliciosa feijoada e chopp dobrado dia todo até o último cliente.
Acordou tarde?
Vem pra… https://t.co/lof5BbKhtD",,1
"Essa proposta da NOVA PREVIDÊNCIA é realmente ABSURDA!
Como pode um deputado SOBREVIVER com um mísero salário de R$ 5.839,45?

Como conseguirão manter seus elevados padrões de vida?

Tadinhos...#sqn 😂😂😂

#novaprevidencia
#PauloGuedes
#Brasil https://t.co/ojZhLyUNyy",,1
"Minha folga e olha a hora que eu acordo, esta ótimo #sqn 🤦",,1
Deve ser ótimo trabalhar neste governo. Você é queimado pelo presidente nas mídias ou redes sociais. Tem que ficar antenado. #sqn #bolsolixo #bolsonaro #EleNao https://t.co/8dAFXvxkOj,,1
@gazetaonline Tadinhos deles. Dentro de 3 mandatos (24 anos apenas) vão receber de aposetadoria só 32 mil reais. Miséria isso gente. #sqn #caradepau #meupirãoprimeiro,Três parlamentares do Espírito Santo aderem à aposentadoria especial. O deputado federal Evair de Melo e os senadores Marcos Do Val e Rose de Freitas não abriram mão dos benefícios dos cargos ➡️ https://t.co/Wbnv7rADxj https://t.co/F1Nxe6zCrH,1
"@andfreo Igual aqui com a “concorrência” entre Vivo, Claro e Tim....#sqn","Acabei de comprar um chip da T-Mobile com 1GB de internet por R$6.00 em Varsóvia. Se quiser 10 giga, pago algo em torno de 27-28 reais. 

Markets.",1
@JornalOGlobo Um programa adequado para isso #sqn,Ministro Sergio Moro vai gravar entrevista para programa do Ratinho: https://t.co/zzO4V5ptqa,1
"Xicotão, descarta. Perigosa, não sei que houve as duas últimas vezes que marcou, furou.. A suruba, está em horário inverso ao meu, mesmo assim me chamando para fim de festa, qual intenção? Me fazer pagar conta. #SQN. Agora vozeirão, do nada me deu vácuo.. #VidaQueSegue.","Quero saber o que vai ser da minha vida, com essa mulherada sem atitude.",1
"Como minha madrugada está uma paradeira #sqn 
Informações sobre mim que ninguém liga 

Idade: 31
Altura: 1,81
Tamanho do pé: 42
Cor fav: azul
Filme fav: Breakfast at Tiffany’s
Série fav: Mad Men
Música fav: Jazz
Comida fav: açaí
Eu sou: objetivo
Aniversário: 31/01 https://t.co/f9SLCzbYAX",,1
"@renancalheiros @ruipalmeira Vemos aqui um cidadão de bem que não teme a justiça, doido pra ser investigado! #sqn  #Fimdoforoprivilegiado","A lei não separa quem investigar e quem não investigar. Se há 100%, como no caso da Odebrecht, teriam de investigar todos. Deixaram de fora 70%. Dentre eles, o prefeito de Maceió,  @Ruipalmeira , mesmo depois de seu nome ter vazado como peneira.
#DesMoronando
#VazaJato https://t.co/Rj1b6Fw2nQ",1
"@o_antagonista Opa! Isso faz do juiz imparcial ???
#sqn , né? Vcs são fracos... E o telhado de vcs é de vidro!","Glenn Greenwald pagará aos familiares do caseiro R$ 21.600 de indenização, em oito parcelas. https://t.co/qyqqedSgvd",1
@JhouYahsser @jairbolsonaro Você é um gênio #SQN 😀,@fec5588fm @jairbolsonaro É só comprar um carro blindado e contratar seguranças com o salário mínimo ou aposentadoria.,1
"RT @EvaAndressaOf: #tbt Desse ensaio com @botegafotografo, onde meu jeans não deu conta e rasgou 😂😂😂 #sqn 🔥🔥🔥 https://t.co/ClrPt2KUcC",,1
"sinto fome, mas dane-se não é mesmo, importa que eu cumpra o horário que melhor sirva a empresa. #SQN",,1
"@samiabomfim Bah miss BK, lendo os comentários dá ora perceber que tu tá mal mesmo hein! O pessoal te ama #sqn. Hahahahaahha. Até o final do mandato serão umas 3 bariátricas. Hahahaah","Estou agora no DEIC, pra onde foram trazidos os 11 manifestantes da USP. Não há razão alguma para a detenção. Eles devem ser imediatamente libertos e é isso que estou buscando pressionar por aqui. Manifestação legítima com repressão arbitrária, até quando? Libertem os 11 da USP!",1
@RevistaCrusoe Chama-se vida sexual ativa. Coisa que o Bozo não tem! Vai nessa palhaço que vc vai ser um sucesso como presidente! #SQN,Bolsonaro insinua que Lula dormia com ‘certas pessoas’ no avião presidencial. https://t.co/G5jZtzdiXp,1
